i,from,to,direction,t_write_ns,write_us,readback_us,readback_timeout
0,1020000000,306000000,down,580494248692965,5582.76,8034.35,0
1,306000000,1020000000,up,580494507516608,6181.98,7904.26,0
2,1020000000,306000000,down,580494765967730,4954.04,7086.93,0
3,306000000,1020000000,up,580495023521038,2914.35,3190.96,0
4,1020000000,306000000,down,580495277150792,4965.05,7032.98,0
5,306000000,1020000000,up,580495534860840,5858.51,7495.07,0
6,1020000000,306000000,down,580495792877488,5164.13,6960.94,0
7,306000000,1020000000,up,580496050502894,6101.46,7932.9,0
8,1020000000,306000000,down,580496308932544,4861.21,6674.73,0
9,306000000,1020000000,up,580496566241910,5748.69,7372.38,0
10,1020000000,306000000,down,580496824134651,5258.95,7349.49,0
11,306000000,1020000000,up,580497082203748,6130.3,7934.89,0
12,1020000000,306000000,down,580497340689496,5149.57,7180.63,0
13,306000000,1020000000,up,580497598736737,6613.73,8591.35,0
14,1020000000,306000000,down,580497857921351,5356.29,7682.91,0
15,306000000,1020000000,up,580498116309273,5804.94,7543.84,0
16,1020000000,306000000,down,580498374441348,5017.05,7130.55,0
17,306000000,1020000000,up,580498632230247,5328.93,6794.6,0
18,1020000000,306000000,down,580498889758500,5567.02,7331.26,0
19,306000000,1020000000,up,580499147643913,5574.44,7133.68,0
20,1020000000,306000000,down,580499405334506,4943.58,6331.17,0
21,306000000,1020000000,up,580499662146325,4851.03,6177.4,0
22,1020000000,306000000,down,580499918933567,5322.66,6813.45,0
23,306000000,1020000000,up,580500176300984,4836.28,6244.35,0
24,1020000000,306000000,down,580500433108035,4814.36,6151.87,0
25,306000000,1020000000,up,580500689778987,5026.94,6559.36,0
26,1020000000,306000000,down,580500946900062,5639.69,7321.3,0
27,306000000,1020000000,up,580501204735907,4970.05,6311.81,0
28,1020000000,306000000,down,580501461657010,5146.91,6678.89,0
29,306000000,1020000000,up,580501718898184,5683.6,7375.51,0
30,1020000000,306000000,down,580501976789551,5195.87,6663.4,0
31,306000000,1020000000,up,580502234005637,4743.77,6179.83,0
32,1020000000,306000000,down,580502490733839,4769.62,6230.68,0
33,306000000,1020000000,up,580502747488953,5024.96,6296.86,0
34,1020000000,306000000,down,580503004292933,6692.55,9131.94,0
35,306000000,1020000000,up,580503264280961,5916.82,7715.36,0
36,1020000000,306000000,down,580503522619315,5091.61,7156.11,0
37,306000000,1020000000,up,580503780257300,5397.38,6861.42,0
38,1020000000,306000000,down,580504037686864,5126.98,6711.66,0
39,306000000,1020000000,up,580504294861606,4805.08,6181.53,0
40,1020000000,306000000,down,580504551581488,4860.89,6173.34,0
41,306000000,1020000000,up,580504808234937,5368.87,6809.93,0
42,1020000000,306000000,down,580505065569491,4970.97,6418.72,0
43,306000000,1020000000,up,580505322673799,4932.8,6398.53,0
44,1020000000,306000000,down,580505579585175,5567.53,6937.13,0
45,306000000,1020000000,up,580505837121334,5109.82,6492.99,0
46,1020000000,306000000,down,580506094138057,5331.65,6783.72,0
47,306000000,1020000000,up,580506351446658,4877.56,6130.39,0
48,1020000000,306000000,down,580506608114860,4839.19,6139.39,0
49,306000000,1020000000,up,580506864778326,5044.57,6439.27,0
50,1020000000,306000000,down,580507121750632,5066.01,6538.15,0
51,306000000,1020000000,up,580507378749434,4774.52,6115.26,0
52,1020000000,306000000,down,580507635375171,5067.74,6339.52,0
53,306000000,1020000000,up,580507892270291,5626.12,7312.28,0
54,1020000000,306000000,down,580508150137531,5194.56,7448.99,0
55,306000000,1020000000,up,580508408318476,5853.27,7566.91,0
56,1020000000,306000000,down,580508666506044,5048.73,7082.55,0
57,306000000,1020000000,up,580508924295907,6124.22,8025.06,0
