i,from,to,direction,t_write_ns,write_us,readback_us,readback_timeout
258,3199000000,665600000,down,580786281120970,8325.81,12618.91,0
259,665600000,3199000000,up,580786544267300,9558.13,13668.92,0
260,3199000000,665600000,down,580786808469592,8397.59,12643.2,0
261,665600000,3199000000,up,580787071648051,9619.76,13980.67,0
262,3199000000,665600000,down,580787336173423,8310.8,12656.1,0
263,665600000,3199000000,up,580787599396235,9491.34,13548.73,0
264,3199000000,665600000,down,580787863449084,9463.47,13759.39,0
265,665600000,3199000000,up,580788127727827,9467.02,13836.38,0
266,3199000000,665600000,down,580788392161549,8503.64,12767.27,0
267,665600000,3199000000,up,580788655499436,9531.6,13819.81,0
268,3199000000,665600000,down,580788919850149,8474.36,13160.2,0
269,665600000,3199000000,up,580789183495052,9329.42,13286.38,0
270,3199000000,665600000,down,580789447300407,8661.5,13001.96,0
271,665600000,3199000000,up,580789710888252,10172.35,14301.55,0
272,3199000000,665600000,down,580789975700065,8564.73,12910.09,0
273,665600000,3199000000,up,580790239079713,9234.54,13263.09,0
274,3199000000,665600000,down,580790502837899,8419.54,12741.6,0
275,665600000,3199000000,up,580790766136361,10301.16,14495.25,0
276,3199000000,665600000,down,580791031140595,8544.7,13000.71,0
277,665600000,3199000000,up,580791294619030,9775.45,13738.46,0
278,3199000000,665600000,down,580791558858668,8339.8,12796.93,0
279,665600000,3199000000,up,580791822218957,9310.0,13320.62,0
280,3199000000,665600000,down,580792086067961,8565.56,12870.95,0
281,665600000,3199000000,up,580792349454042,9240.59,13240.69,0
282,3199000000,665600000,down,580792613244005,9376.17,13667.58,0
283,665600000,3199000000,up,580792877430939,9363.53,13399.99,0
284,3199000000,665600000,down,580793141323977,8487.58,13312.34,0
285,665600000,3199000000,up,580793405222679,9520.53,13756.19,0
286,3199000000,665600000,down,580793669529935,8425.88,12781.99,0
287,665600000,3199000000,up,580793932860143,10207.62,14544.72,0
288,3199000000,665600000,down,580794197858905,8206.16,12408.92,0
289,665600000,3199000000,up,580794460787695,10264.48,14325.67,0
290,3199000000,665600000,down,580794725671478,8534.49,12743.08,0
291,665600000,3199000000,up,580794988936853,9499.02,13623.13,0
292,3199000000,665600000,down,580795253037640,8172.27,12493.76,0
293,665600000,3199000000,up,580795516146787,10327.27,14367.37,0
294,3199000000,665600000,down,580795781060363,8501.78,12892.17,0
295,665600000,3199000000,up,580796044477262,9659.0,13812.09,0
296,3199000000,665600000,down,580796308757958,8198.58,12635.3,0
297,665600000,3199000000,up,580796571869857,9163.88,13293.71,0
298,3199000000,665600000,down,580796835723471,8711.1,13383.31,0
299,665600000,3199000000,up,580797099667711,9524.05,13802.84,0
300,3199000000,665600000,down,580797363972856,9176.23,13591.16,0
301,665600000,3199000000,up,580797628127758,10010.49,14137.22,0
302,3199000000,665600000,down,580797892774448,8678.27,13461.75,0
303,665600000,3199000000,up,580798156804482,9709.94,13820.41,0
304,3199000000,665600000,down,580798421170685,8488.02,12763.68,0
305,665600000,3199000000,up,580798684478877,9458.58,13633.91,0
306,3199000000,665600000,down,580798948657940,8580.25,13160.43,0
307,665600000,3199000000,up,580799212394463,10696.08,14789.81,0
308,3199000000,665600000,down,580799477731859,8627.13,12900.65,0
309,665600000,3199000000,up,580799741186199,9470.22,13628.95,0
310,3199000000,665600000,down,580800005454288,8594.97,13066.89,0
311,665600000,3199000000,up,580800269095897,9652.4,13766.52,0
312,3199000000,665600000,down,580800533395346,8439.28,12696.64,0
313,665600000,3199000000,up,580800796695891,9640.6,13819.81,0
314,3199000000,665600000,down,580801061064623,8733.6,13184.72,0
315,665600000,3199000000,up,580801324820251,9428.24,13539.89,0
316,3199000000,665600000,down,580801588851534,8777.85,13160.88,0
317,665600000,3199000000,up,580801852585466,10390.47,14697.27,0
318,3199000000,665600000,down,580802117807563,9250.22,13663.13,0
319,665600000,3199000000,up,580802381988994,9442.9,13687.42,0
320,3199000000,665600000,down,580802646242491,8389.4,12644.96,0
321,665600000,3199000000,up,580802909428761,9889.98,14135.56,0
322,3199000000,665600000,down,580803174040027,8192.21,12370.42,0
323,665600000,3199000000,up,580803436933874,9426.45,13491.38,0
324,3199000000,665600000,down,580803700999623,8437.78,12822.15,0
325,665600000,3199000000,up,580803964381834,10910.0,15185.02,0
326,3199000000,665600000,down,580804230040839,8390.29,12612.93,0
327,665600000,3199000000,up,580804493182468,9484.24,13563.16,0
328,3199000000,665600000,down,580804757300122,8512.12,12722.53,0
329,665600000,3199000000,up,580805020538074,9664.12,13802.49,0
330,3199000000,665600000,down,580805284780211,8211.44,12336.7,0
331,665600000,3199000000,up,580805547644873,9643.6,13786.24,0
332,3199000000,665600000,down,580805811981797,8484.92,13437.08,0
333,665600000,3199000000,up,580806075991737,9559.83,13823.74,0
334,3199000000,665600000,down,580806340327893,8358.45,12619.93,0
335,665600000,3199000000,up,580806603513267,9562.74,13752.25,0
336,3199000000,665600000,down,580806867835183,9300.68,14074.85,0
337,665600000,3199000000,up,580807132432242,10111.49,14291.18,0
338,3199000000,665600000,down,580807397293051,8506.61,13377.52,0
339,665600000,3199000000,up,580807661203596,9986.04,14010.24,0
340,3199000000,665600000,down,580807925732237,8595.19,13091.66,0
341,665600000,3199000000,up,580808189389528,9522.8,13619.13,0
342,3199000000,665600000,down,580808453549424,8489.85,12742.34,0
343,665600000,3199000000,up,580808716829650,10239.56,14241.77,0
344,3199000000,665600000,down,580808981617305,8730.01,13740.35,0
345,665600000,3199000000,up,580809245926773,9519.12,13712.76,0
346,3199000000,665600000,down,580809510165967,8745.44,13196.37,0
347,665600000,3199000000,up,580809773923421,9408.27,13504.41,0
348,3199000000,665600000,down,580810037970930,8537.62,12895.94,0
349,665600000,3199000000,up,580810301360215,9218.5,13202.16,0
350,3199000000,665600000,down,580810565071876,9359.34,13716.35,0
351,665600000,3199000000,up,580810829304574,9478.42,13498.04,0
352,3199000000,665600000,down,580811093321107,8554.2,12976.26,0
353,665600000,3199000000,up,580811356858364,9297.58,13496.02,0
354,3199000000,665600000,down,580811620832655,8258.8,12593.85,0
355,665600000,3199000000,up,580811883993839,9551.86,13973.63,0
356,3199000000,665600000,down,580812148504560,8516.92,13067.72,0
357,665600000,3199000000,up,580812412168476,10609.45,14657.94,0
358,3199000000,665600000,down,580812677291757,8183.73,12439.35,0
359,665600000,3199000000,up,580812940262568,9421.52,13484.21,0
360,3199000000,665600000,down,580813204278909,8381.88,12631.68,0
361,665600000,3199000000,up,580813467389499,10120.32,14179.4,0
362,3199000000,665600000,down,580813732108290,8440.21,12711.36,0
363,665600000,3199000000,up,580813995394597,9915.55,14191.85,0
364,3199000000,665600000,down,580814260177998,8549.47,12938.89,0
365,665600000,3199000000,up,580814523730135,9580.75,13781.41,0
366,3199000000,665600000,down,580814788157399,8523.74,12749.44,0
367,665600000,3199000000,up,580815051498076,9773.01,14256.87,0
368,3199000000,665600000,down,580815316334374,9250.22,13712.0,0
369,665600000,3199000000,up,580815580642115,9365.77,13411.09,0
370,3199000000,665600000,down,580815844438195,7893.77,12171.38,0
371,665600000,3199000000,up,580816107211081,9784.31,14086.31,0
372,3199000000,665600000,down,580816371873103,8574.17,13224.59,0
373,665600000,3199000000,up,580816635659327,9517.68,13723.23,0
374,3199000000,665600000,down,580816899942044,9189.74,14066.28,0
375,665600000,3199000000,up,580817164544929,10712.01,14937.15,0
376,3199000000,665600000,down,580817430007579,8728.28,13026.22,0
377,665600000,3199000000,up,580817693634727,9402.67,13486.2,0
378,3199000000,665600000,down,580817957640317,8645.88,13248.53,0
379,665600000,3199000000,up,580818221373932,9290.25,13502.81,0
380,3199000000,665600000,down,580818485419171,8363.96,12622.53,0
381,665600000,3199000000,up,580818748603044,10405.74,14441.23,0
382,3199000000,665600000,down,580819013585331,9454.06,13896.38,0
383,665600000,3199000000,up,580819277984019,9309.55,13352.18,0
384,3199000000,665600000,down,580819541850054,8629.05,12951.5,0
385,665600000,3199000000,up,580819805381776,9294.38,13316.11,0
386,3199000000,665600000,down,580820069245986,8494.2,12828.87,0
387,665600000,3199000000,up,580820332588808,9694.87,13891.17,0
388,3199000000,665600000,down,580820597000745,8433.94,12773.06,0
389,665600000,3199000000,up,580820860172522,9520.18,13561.01,0
390,3199000000,665600000,down,580821124258530,8437.56,12725.38,0
391,665600000,3199000000,up,580821387546631,9684.63,13938.24,0
392,3199000000,665600000,down,580821651952583,8448.63,13068.14,0
393,665600000,3199000000,up,580821915560788,10968.85,15169.79,0
394,3199000000,665600000,down,580822181305110,8340.75,12675.58,0
395,665600000,3199000000,up,580822444592027,9523.86,13679.45,0
396,3199000000,665600000,down,580822708834168,8606.52,13067.47,0
397,665600000,3199000000,up,580822972418692,9701.75,13797.25,0
398,3199000000,665600000,down,580823236680737,8423.8,12982.28,0
399,665600000,3199000000,up,580823500226060,9517.81,13654.23,0
