i,from,to,direction,t_write_ns,write_us,readback_us,readback_timeout
0,3199000000,665600000,down,580718170298330,8756.7,13202.48,0
1,665600000,3199000000,up,580718434062100,9554.07,13721.47,0
2,3199000000,665600000,down,580718698287833,8240.4,12411.51,0
3,665600000,3199000000,up,580718961295776,11034.13,15328.87,0
4,3199000000,665600000,down,580719227164400,8665.43,13127.24,0
5,665600000,3199000000,up,580719490808455,9254.47,13364.94,0
6,3199000000,665600000,down,580719754697220,8542.36,12933.29,0
7,665600000,3199000000,up,580720018210552,9709.78,14042.24,0
8,3199000000,665600000,down,580720282788839,8416.6,12688.03,0
9,665600000,3199000000,up,580720545933458,9111.49,13072.78,0
10,3199000000,665600000,down,580720809484583,8353.65,12623.81,0
11,665600000,3199000000,up,580721072709204,9864.06,14100.16,0
12,3199000000,665600000,down,580721337364198,8552.47,12964.29,0
13,665600000,3199000000,up,580721600824761,9570.8,13613.53,0
14,3199000000,665600000,down,580721864952061,9273.16,15299.01,0
15,665600000,3199000000,up,580722130901903,9731.77,14000.58,0
16,3199000000,665600000,down,580722395471070,8710.08,12943.01,0
17,665600000,3199000000,up,580722658981074,10178.59,14331.34,0
18,3199000000,665600000,down,580722923841321,8471.96,13094.31,0
19,665600000,3199000000,up,580723187445856,9283.31,13375.35,0
20,3199000000,665600000,down,580723451287069,8230.58,12405.53,0
21,665600000,3199000000,up,580723714247972,10366.98,14495.09,0
22,3199000000,665600000,down,580723979281024,8717.85,13261.1,0
23,665600000,3199000000,up,580724243042459,9150.02,13270.51,0
24,3199000000,665600000,down,580724506810807,8540.7,12815.97,0
25,665600000,3199000000,up,580724770155688,9366.8,13402.03,0
26,3199000000,665600000,down,580725034095912,8576.66,13011.88,0
27,665600000,3199000000,up,580725297674943,9331.88,13387.34,0
28,3199000000,665600000,down,580725561584766,9742.04,14032.03,0
29,665600000,3199000000,up,580725826146254,9501.93,12461.72,0
30,3199000000,665600000,down,580726089043828,8656.63,13127.31,0
31,665600000,3199000000,up,580726352674764,9259.31,13243.28,0
32,3199000000,665600000,down,580726616450953,9060.16,13603.58,0
33,665600000,3199000000,up,580726880574126,9413.49,13468.56,0
34,3199000000,665600000,down,580727144634481,8597.43,13057.8,0
35,665600000,3199000000,up,580727408253194,9379.31,13503.19,0
36,3199000000,665600000,down,580727672188906,8362.13,12632.58,0
37,665600000,3199000000,up,580727935350679,9591.28,13600.44,0
38,3199000000,665600000,down,580728199469692,8656.03,13139.82,0
39,665600000,3199000000,up,580728463182072,10498.99,14569.65,0
40,3199000000,665600000,down,580728728335543,8690.56,12992.49,0
41,665600000,3199000000,up,580728991852653,9228.07,13448.92,0
42,3199000000,665600000,down,580729255856560,8708.64,13336.24,0
43,665600000,3199000000,up,580729519747056,9358.06,13525.36,0
44,3199000000,665600000,down,580729783814260,8391.89,12791.78,0
45,665600000,3199000000,up,580730047141638,9702.45,14465.45,0
46,3199000000,665600000,down,580730312157218,9353.23,13837.57,0
47,665600000,3199000000,up,580730576490413,9223.75,13697.08,0
48,3199000000,665600000,down,580730840702902,8566.87,12910.73,0
49,665600000,3199000000,up,580731104207852,9483.25,13630.9,0
50,3199000000,665600000,down,580731368379604,8571.19,12984.97,0
51,665600000,3199000000,up,580731631921035,9253.07,13495.51,0
52,3199000000,665600000,down,580731895932590,8411.03,12919.78,0
53,665600000,3199000000,up,580732159404676,10457.96,14497.1,0
54,3199000000,665600000,down,580732424441602,8358.87,12604.67,0
55,665600000,3199000000,up,580732687529262,9303.75,13249.26,0
56,3199000000,665600000,down,580732951294443,8613.05,12923.33,0
57,665600000,3199000000,up,580733214740481,10335.2,14521.36,0
58,3199000000,665600000,down,580733479801471,8323.63,12810.18,0
59,665600000,3199000000,up,580733743132914,9372.24,13445.3,0
60,3199000000,665600000,down,580734007084436,8358.03,12644.67,0
61,665600000,3199000000,up,580734270286020,9811.9,14064.35,0
62,3199000000,665600000,down,580734534915576,8372.44,12583.55,0
63,665600000,3199000000,up,580734797948771,9074.05,12993.64,0
64,3199000000,665600000,down,580735061447322,9237.19,13591.35,0
65,665600000,3199000000,up,580735325618531,9429.17,13526.1,0
66,3199000000,665600000,down,580735589662216,8366.93,12586.62,0
67,665600000,3199000000,up,580735852739988,10150.46,14145.41,0
68,3199000000,665600000,down,580736117419914,8525.4,12871.65,0
69,665600000,3199000000,up,580736380845343,9560.21,13693.37,0
70,3199000000,665600000,down,580736645039273,8334.32,12699.81,0
71,665600000,3199000000,up,580736908292314,10550.7,14743.48,0
72,3199000000,665600000,down,580737173519613,8133.01,12424.28,0
73,665600000,3199000000,up,580737436484136,9554.51,13555.8,0
74,3199000000,665600000,down,580737700541806,8384.98,12569.08,0
75,665600000,3199000000,up,580737963672284,10582.64,14719.06,0
76,3199000000,665600000,down,580738228936161,8468.5,12889.67,0
77,665600000,3199000000,up,580738492386999,9404.97,13499.54,0
78,3199000000,665600000,down,580738756405277,8446.07,12813.51,0
79,665600000,3199000000,up,580739019815475,9572.69,14032.07,0
80,3199000000,665600000,down,580739284269219,8753.44,13521.62,0
81,665600000,3199000000,up,580739548383243,10125.89,14394.28,0
82,3199000000,665600000,down,580739813290567,9248.71,13582.13,0
83,665600000,3199000000,up,580740077430511,9544.53,13720.89,0
84,3199000000,665600000,down,580740341701467,8522.42,12956.39,0
85,665600000,3199000000,up,580740605180179,9405.97,13454.16,0
86,3199000000,665600000,down,580740869175032,8364.72,13125.29,0
87,665600000,3199000000,up,580741132851701,9624.59,13813.53,0
88,3199000000,665600000,down,580741397218564,8501.59,12940.45,0
89,665600000,3199000000,up,580741660661915,10593.58,14705.81,0
90,3199000000,665600000,down,580741925881887,8491.77,12944.36,0
91,665600000,3199000000,up,580742189359608,9417.55,13485.56,0
92,3199000000,665600000,down,580742453384030,8517.5,12956.55,0
93,665600000,3199000000,up,580742716899223,10272.03,14336.49,0
94,3199000000,665600000,down,580742981787667,8666.43,13081.67,0
95,665600000,3199000000,up,580743245467921,9845.37,14272.55,0
96,3199000000,665600000,down,580743510310444,9393.97,14052.29,0
97,665600000,3199000000,up,580743774854816,9267.53,12251.22,0
98,3199000000,665600000,down,580744037544005,8518.23,12950.57,0
99,665600000,3199000000,up,580744301101408,9383.05,13483.6,0
100,3199000000,665600000,down,580744565140135,9124.49,13506.55,0
101,665600000,3199000000,up,580744829202446,9383.44,13504.37,0
102,3199000000,665600000,down,580745093247126,8723.96,13212.62,0
103,665600000,3199000000,up,580745357036119,9529.68,13681.66,0
104,3199000000,665600000,down,580745621261123,8319.89,12649.95,0
105,665600000,3199000000,up,580745884465109,9954.24,14388.43,0
106,3199000000,665600000,down,580746149363442,8502.04,12863.52,0
107,665600000,3199000000,up,580746412812011,10741.81,14864.44,0
108,3199000000,665600000,down,580746678249237,8370.1,12759.46,0
109,665600000,3199000000,up,580746941573515,9630.26,13832.25,0
110,3199000000,665600000,down,580747205879065,8161.45,12423.35,0
111,665600000,3199000000,up,580747468820677,9535.76,13983.26,0
112,3199000000,665600000,down,580747733342137,8322.19,12548.32,0
113,665600000,3199000000,up,580747996426761,9521.39,13668.28,0
114,3199000000,665600000,down,580748260571860,8957.15,13299.34,0
115,665600000,3199000000,up,580748524331636,9668.63,13813.73,0
116,3199000000,665600000,down,580748788648643,8232.53,12439.19,0
117,665600000,3199000000,up,580749051498765,9560.66,13802.56,0
118,3199000000,665600000,down,580749315870206,9081.93,13678.81,0
119,665600000,3199000000,up,580749580205838,9570.7,13789.95,0
120,3199000000,665600000,down,580749844479452,8399.64,13060.68,0
121,665600000,3199000000,up,580750108186332,9502.26,13665.82,0
122,3199000000,665600000,down,580750372410793,8356.18,12664.9,0
123,665600000,3199000000,up,580750635637117,9669.11,13982.24,0
124,3199000000,665600000,down,580750900150769,8569.18,12976.46,0
125,665600000,3199000000,up,580751163624427,11016.05,15050.49,0
126,3199000000,665600000,down,580751429208411,8495.03,12790.72,0
127,665600000,3199000000,up,580751692554674,9300.91,13318.8,0
128,3199000000,665600000,down,580751956383574,8708.86,13226.48,0
129,665600000,3199000000,up,580752220143031,9271.98,13442.52,0
130,3199000000,665600000,down,580752484160832,8414.71,12677.41,0
131,665600000,3199000000,up,580752747376308,10539.85,14718.96,0
132,3199000000,665600000,down,580753012692221,9398.89,13807.1,0
133,665600000,3199000000,up,580753277091663,9337.07,13495.09,0
134,3199000000,665600000,down,580753541100184,8555.7,12967.94,0
135,665600000,3199000000,up,580753804649108,9556.18,13743.0,0
136,3199000000,665600000,down,580754068989189,8654.84,13722.17,0
137,665600000,3199000000,up,580754333269044,9759.74,13983.91,0
138,3199000000,665600000,down,580754597802090,8490.26,12810.44,0
139,665600000,3199000000,up,580754861133826,10718.64,14859.06,0
140,3199000000,665600000,down,580755126634640,8520.34,13000.58,0
141,665600000,3199000000,up,580755390184621,9759.74,13983.49,0
142,3199000000,665600000,down,580755654691619,8449.91,13173.71,0
143,665600000,3199000000,up,580755918575528,9688.47,14015.39,0
144,3199000000,665600000,down,580756183129055,8832.51,13552.6,0
145,665600000,3199000000,up,580756447304460,9712.12,13956.32,0
146,3199000000,665600000,down,580756711833410,9191.69,13804.8,0
147,665600000,3199000000,up,580756976229461,9802.9,14184.49,0
148,3199000000,665600000,down,580757240943600,8514.71,13076.07,0
149,665600000,3199000000,up,580757504569712,9518.42,13590.04,0
150,3199000000,665600000,down,580757768691132,9195.75,13520.92,0
151,665600000,3199000000,up,580758032774631,9502.93,13680.34,0
152,3199000000,665600000,down,580758296992726,8561.34,12992.49,0
153,665600000,3199000000,up,580758560522163,10373.19,14431.85,0
154,3199000000,665600000,down,580758825498389,8473.14,12818.31,0
155,665600000,3199000000,up,580759088882639,9528.69,13754.2,0
156,3199000000,665600000,down,580759353190912,8835.45,13058.31,0
157,665600000,3199000000,up,580759616810944,10460.87,14500.21,0
158,3199000000,665600000,down,580759881893924,8709.69,13242.42,0
159,665600000,3199000000,up,580760145652296,9216.2,13280.82,0
160,3199000000,665600000,down,580760409472237,8484.6,12840.42,0
161,665600000,3199000000,up,580760672850375,9323.85,13386.19,0
162,3199000000,665600000,down,580760936771247,8804.0,13294.61,0
163,665600000,3199000000,up,580761200576660,9190.41,13234.51,0
164,3199000000,665600000,down,580761464275542,9022.05,13348.15,0
165,665600000,3199000000,up,580761728111996,9161.83,13234.83,0
166,3199000000,665600000,down,580761991896064,8555.29,13146.03,0
167,665600000,3199000000,up,580762255589379,9604.15,13842.11,0
168,3199000000,665600000,down,580762519940917,8689.37,13043.5,0
169,665600000,3199000000,up,580762783499412,9520.78,13709.34,0
170,3199000000,665600000,down,580763047754213,8641.47,13186.09,0
171,665600000,3199000000,up,580763311535626,10536.27,14590.06,0
172,3199000000,665600000,down,580763576671377,8459.38,12849.6,0
173,665600000,3199000000,up,580763839985418,9390.96,13972.58,0
174,3199000000,665600000,down,580764104523298,8562.14,13137.96,0
175,665600000,3199000000,up,580764368255558,9579.47,13679.39,0
176,3199000000,665600000,down,580764632488534,8740.25,13288.56,0
177,665600000,3199000000,up,580764896228730,9616.79,13851.29,0
178,3199000000,665600000,down,580765160569549,8293.14,12567.97,0
179,665600000,3199000000,up,580765423683906,9468.66,13651.07,0
180,3199000000,665600000,down,580765687826736,8180.56,12487.29,0
181,665600000,3199000000,up,580765950887523,9740.02,14057.41,0
182,3199000000,665600000,down,580766215518398,9200.58,13578.81,0
183,665600000,3199000000,up,580766479664461,9648.05,13841.34,0
184,3199000000,665600000,down,580766744125251,8301.78,12528.32,0
185,665600000,3199000000,up,580767007232120,9594.29,13974.11,0
186,3199000000,665600000,down,580767271772625,8332.47,12832.36,0
187,665600000,3199000000,up,580767535162349,9451.57,13639.48,0
188,3199000000,665600000,down,580767799274427,8428.95,12606.53,0
189,665600000,3199000000,up,580768062560052,10709.39,15063.07,0
190,3199000000,665600000,down,580768328201097,8380.72,12762.79,0
191,665600000,3199000000,up,580768591484354,9365.32,13424.88,0
192,3199000000,665600000,down,580768855468845,8581.66,12924.55,0
193,665600000,3199000000,up,580769118986988,9701.24,13922.72,0
194,3199000000,665600000,down,580769383471972,8569.62,12971.5,0
195,665600000,3199000000,up,580769646981348,9497.17,13832.99,0
196,3199000000,665600000,down,580769911358873,9423.6,14137.57,0
197,665600000,3199000000,up,580770176164537,9477.74,14116.58,0
198,3199000000,665600000,down,580770440817397,8504.41,13052.2,0
199,665600000,3199000000,up,580770704447960,9540.5,13769.6,0
200,3199000000,665600000,down,580770968738507,8575.83,13065.9,0
201,665600000,3199000000,up,580771232380078,9691.41,13883.71,0
202,3199000000,665600000,down,580771496733379,8337.43,12650.82,0
203,665600000,3199000000,up,580771759939835,9535.92,13801.21,0
204,3199000000,665600000,down,580772024180397,9210.38,13725.56,0
205,665600000,3199000000,up,580772288405887,9333.93,14022.85,0
206,3199000000,665600000,down,580772552963482,8509.69,13044.52,0
207,665600000,3199000000,up,580772816554620,10275.52,14806.45,0
208,3199000000,665600000,down,580773081890762,8492.5,12952.84,0
209,665600000,3199000000,up,580773345327752,9354.96,13354.8,0
210,3199000000,665600000,down,580773609219122,8327.41,12707.71,0
211,665600000,3199000000,up,580773872457227,9340.46,13399.22,0
212,3199000000,665600000,down,580774136370485,8528.5,13121.16,0
213,665600000,3199000000,up,580774400171869,9509.68,13620.38,0
214,3199000000,665600000,down,580774664304397,9335.53,13758.88,0
215,665600000,3199000000,up,580774928600321,9583.06,13828.54,0
216,3199000000,665600000,down,580775192920182,8306.1,12695.91,0
217,665600000,3199000000,up,580775456167056,9619.35,13777.4,0
218,3199000000,665600000,down,580775720484805,8442.58,12802.12,0
219,665600000,3199000000,up,580775983832834,9504.98,13935.2,0
220,3199000000,665600000,down,580776248295227,8414.84,12768.64,0
221,665600000,3199000000,up,580776511551733,10463.53,14407.24,0
222,3199000000,665600000,down,580776776513978,8630.71,13129.96,0
223,665600000,3199000000,up,580777040229024,9531.89,13672.79,0
224,3199000000,665600000,down,580777304483572,8427.38,12937.77,0
225,665600000,3199000000,up,580777567982613,10215.62,14571.6,0
226,3199000000,665600000,down,580777833067198,8345.72,12757.7,0
227,665600000,3199000000,up,580778096181365,9529.91,13702.36,0
228,3199000000,665600000,down,580778360431913,8497.14,13026.41,0
229,665600000,3199000000,up,580778624078861,9358.73,13565.91,0
230,3199000000,665600000,down,580778888151133,8805.05,13388.69,0
231,665600000,3199000000,up,580779152125130,9313.16,13475.48,0
232,3199000000,665600000,down,580779416153880,9285.61,13743.61,0
233,665600000,3199000000,up,580779680448174,9259.11,13282.96,0
234,3199000000,665600000,down,580779944259895,8588.54,13093.03,0
235,665600000,3199000000,up,580780207862042,9245.26,13400.75,0
236,3199000000,665600000,down,580780471816007,8409.17,12893.22,0
237,665600000,3199000000,up,580780735228742,9431.82,13550.01,0
238,3199000000,665600000,down,580780999330135,8602.52,13077.42,0
239,665600000,3199000000,up,580781262980284,10747.22,15105.41,0
240,3199000000,665600000,down,580781528618420,8819.97,13330.03,0
241,665600000,3199000000,up,580781792494111,9466.03,13535.86,0
242,3199000000,665600000,down,580782056560111,8505.4,13181.52,0
243,665600000,3199000000,up,580782320238293,9326.35,13435.09,0
244,3199000000,665600000,down,580782584125313,8131.73,12332.7,0
245,665600000,3199000000,up,580782847025300,9428.69,13527.12,0
246,3199000000,665600000,down,580783111075683,9550.71,14160.52,0
247,665600000,3199000000,up,580783375786500,9468.56,13950.24,0
248,3199000000,665600000,down,580783640263231,8555.16,12796.0,0
249,665600000,3199000000,up,580783903592092,9457.23,13701.21,0
250,3199000000,665600000,down,580784167764464,8933.12,13084.3,0
251,665600000,3199000000,up,580784431406389,9920.6,14217.83,0
252,3199000000,665600000,down,580784696194424,8442.04,12715.84,0
253,665600000,3199000000,up,580784959438132,10769.87,14941.82,0
254,3199000000,665600000,down,580785224848263,8233.1,12684.54,0
255,665600000,3199000000,up,580785488180229,9466.09,13628.86,0
256,3199000000,665600000,down,580785752380153,8621.88,13067.37,0
257,665600000,3199000000,up,580786015994078,10385.96,14652.59,0
