i,from,to,direction,t_write_ns,write_us,readback_us,readback_timeout
0,1728000,115200,down,580300048735445,1597.41,2664.77,0
1,115200,1728000,up,580300301917775,1104.38,1989.27,0
2,1728000,115200,down,580300554523675,1554.92,2396.83,0
3,115200,1728000,up,580300807423087,1409.09,2336.57,0
4,1728000,115200,down,580301060172927,1277.41,2187.03,0
5,115200,1728000,up,580301312841453,1117.95,1918.7,0
6,1728000,115200,down,580301565254261,1614.82,2465.79,0
7,115200,1728000,up,580301818227691,1312.38,2345.4,0
8,1728000,115200,down,580302071102270,1259.87,2165.84,0
9,115200,1728000,up,580302323744300,1106.3,1923.5,0
10,1728000,115200,down,580302576261111,1619.82,2471.23,0
11,115200,1728000,up,580302829424402,1290.14,2167.32,0
12,1728000,115200,down,580303082091425,1289.82,2359.99,0
13,115200,1728000,up,580303334914996,1394.66,2182.49,0
14,1728000,115200,down,580303587566083,1368.77,2221.53,0
15,115200,1728000,up,580303840171153,1698.25,2592.13,0
16,1728000,115200,down,580304093271947,1306.18,2199.48,0
17,115200,1728000,up,580304345932475,1448.61,2475.13,0
18,1728000,115200,down,580304598907474,1311.74,2139.96,0
19,115200,1728000,up,580304851512288,1336.38,1897.23,0
20,1728000,115200,down,580305103913066,1896.62,2899.78,0
21,115200,1728000,up,580305357295820,1143.2,2007.41,0
22,1728000,115200,down,580305609820505,1286.59,2174.52,0
23,115200,1728000,up,580305862652013,1426.63,2368.06,0
24,1728000,115200,down,580306115445345,997.18,1518.21,0
25,115200,1728000,up,580306367368159,1144.38,1952.5,0
26,1728000,115200,down,580306619846475,1949.52,2814.21,0
27,115200,1728000,up,580306873168588,1313.38,2204.15,0
28,1728000,115200,down,580307125814045,1366.53,2154.71,0
29,115200,1728000,up,580307378647154,1239.33,2247.19,0
30,1728000,115200,down,580307631381029,1712.75,2563.87,0
31,115200,1728000,up,580307884448737,1312.64,2229.11,0
32,1728000,115200,down,580308137198836,1227.55,2082.87,0
33,115200,1728000,up,580308389794276,1299.78,2199.29,0
34,1728000,115200,down,580308642617306,1184.89,2204.89,0
35,115200,1728000,up,580308895344269,1851.92,2783.81,0
36,1728000,115200,down,580309148625711,1356.19,2211.19,0
37,115200,1728000,up,580309401306561,1141.85,1990.87,0
38,1728000,115200,down,580309653806800,1222.65,2079.25,0
39,115200,1728000,up,580309906392192,1782.32,2689.6,0
40,1728000,115200,down,580310159559455,1237.5,2082.07,0
41,115200,1728000,up,580310412163536,1434.47,2373.37,0
42,1728000,115200,down,580310665031976,1276.83,2184.05,0
43,115200,1728000,up,580310917815454,1409.89,2513.69,0
44,1728000,115200,down,580311170834554,1583.97,2465.34,0
45,115200,1728000,up,580311423875926,1786.6,2714.24,0
46,1728000,115200,down,580311677085367,1222.21,2108.12,0
47,115200,1728000,up,580311929718474,1390.21,2511.77,0
48,1728000,115200,down,580312182736550,1415.88,2313.66,0
49,115200,1728000,up,580312435623935,1455.88,2401.05,0
50,1728000,115200,down,580312688492920,1664.33,2558.85,0
51,115200,1728000,up,580312941551862,1374.98,2345.82,0
52,1728000,115200,down,580313194587763,1245.09,2289.62,0
