i,from,to,direction,t_write_ns,write_us,readback_us,readback_timeout
53,115200,1728000,up,580313447468461,1463.04,2404.16,0
54,1728000,115200,down,580313700407688,1303.71,2197.01,0
55,115200,1728000,up,580313953111677,1353.83,2290.14,0
56,1728000,115200,down,580314205881781,1243.49,2076.05,0
57,115200,1728000,up,580314458763695,1443.36,2382.01,0
58,1728000,115200,down,580314711655465,1411.27,2315.32,0
59,115200,1728000,up,580314964485506,1461.22,2420.54,0
60,1728000,115200,down,580315217373341,1413.25,2240.05,0
61,115200,1728000,up,580315470134677,1712.94,2761.7,0
62,1728000,115200,down,580315723415161,1714.35,2581.98,0
63,115200,1728000,up,580315976504505,1262.34,2171.83,0
64,1728000,115200,down,580316229151055,1058.46,1872.14,0
65,115200,1728000,up,580316481543550,1316.87,2214.93,0
66,1728000,115200,down,580316734254613,1216.0,2213.53,0
67,115200,1728000,up,580316987050606,1566.5,2557.28,0
68,1728000,115200,down,580317240175599,1221.47,2112.53,0
69,115200,1728000,up,580317492809349,1292.03,2219.09,0
70,1728000,115200,down,580317745561694,1520.81,2391.58,0
71,115200,1728000,up,580317998591581,1760.49,2682.72,0
72,1728000,115200,down,580318251743264,1596.36,2454.52,0
73,115200,1728000,up,580318504718878,1388.42,2290.43,0
74,1728000,115200,down,580318757497944,1313.22,2168.25,0
75,115200,1728000,up,580319010189584,1454.88,2549.7,0
76,1728000,115200,down,580319263227248,1139.71,1998.93,0
77,115200,1728000,up,580319515758884,1418.63,2332.57,0
78,1728000,115200,down,580319768614240,1591.75,2480.51,0
79,115200,1728000,up,580320021641569,1319.81,2235.89,0
80,1728000,115200,down,580320274493437,1233.44,2263.99,0
81,115200,1728000,up,580320527306393,1422.63,2332.15,0
82,1728000,115200,down,580320780316537,1346.82,2277.98,0
83,115200,1728000,up,580321033136213,1352.99,2336.35,0
84,1728000,115200,down,580321286020755,1246.72,2324.73,0
85,115200,1728000,up,580321538883536,1423.36,2389.31,0
86,1728000,115200,down,580321791791406,1504.29,2481.24,0
87,115200,1728000,up,580322044819984,1687.85,2612.0,0
88,1728000,115200,down,580322297905875,1424.64,2384.32,0
89,115200,1728000,up,580322550823250,1467.36,2447.36,0
90,1728000,115200,down,580322803798003,1463.49,2403.77,0
91,115200,1728000,up,580323056731730,1332.87,2260.86,0
92,1728000,115200,down,580323309461581,1421.25,2258.71,0
93,115200,1728000,up,580323562251882,1345.09,2366.55,0
94,1728000,115200,down,580323815128008,1451.88,2369.63,0
95,115200,1728000,up,580324068163627,1246.53,2158.32,0
96,1728000,115200,down,580324320782340,1392.52,2212.09,0
97,115200,1728000,up,580324573515647,1340.55,2230.68,0
98,1728000,115200,down,580324826271323,1270.02,2452.89,0
99,115200,1728000,up,580325079289502,1296.0,2188.6,0
100,1728000,115200,down,580325331962521,1668.94,2512.8,0
101,115200,1728000,up,580325584994108,1284.83,2167.67,0
102,1728000,115200,down,580325837674743,1421.64,2500.83,0
103,115200,1728000,up,580326090739739,1404.48,2324.38,0
104,1728000,115200,down,580326343533977,1529.38,2349.4,0
105,115200,1728000,up,580326596381817,1249.66,2104.28,0
106,1728000,115200,down,580326849001426,1402.21,2342.68,0
107,115200,1728000,up,580327101866994,1257.15,2380.44,0
108,1728000,115200,down,580327354723186,1486.24,2318.91,0
109,115200,1728000,up,580327607559186,1278.62,2134.84,0
110,1728000,115200,down,580327860214701,1387.91,2359.45,0
111,115200,1728000,up,580328113118127,1291.78,2182.04,0
112,1728000,115200,down,580328365786219,1387.71,2201.43,0
113,115200,1728000,up,580328618638731,1249.6,2222.9,0
114,1728000,115200,down,580328871381257,1521.51,2501.76,0
115,115200,1728000,up,580329124428558,1267.04,2163.45,0
116,1728000,115200,down,580329377075434,1359.07,2181.65,0
117,115200,1728000,up,580329629749479,1204.51,2035.25,0
118,1728000,115200,down,580329882298176,1417.8,2581.57,0
119,115200,1728000,up,580330135431016,1397.38,2325.47,0
120,1728000,115200,down,580330388235977,1415.65,2241.94,0
121,115200,1728000,up,580330640969511,1170.85,2029.49,0
122,1728000,115200,down,580330893550146,1419.46,2400.54,0
123,115200,1728000,up,580331146619881,1215.04,2283.48,0
124,1728000,115200,down,580331399437674,1392.96,2442.81,0
125,115200,1728000,up,580331652391503,1167.71,2011.63,0
126,1728000,115200,down,580331904934377,1412.87,2462.94,0
127,115200,1728000,up,580332157937423,1201.63,2252.28,0
128,1728000,115200,down,580332410681423,1074.68,2047.03,0
129,115200,1728000,up,580332663199209,1409.54,2217.24,0
130,1728000,115200,down,580332915915496,1459.56,2412.95,0
131,115200,1728000,up,580333168863469,1279.39,2174.58,0
132,1728000,115200,down,580333421551084,1637.93,2672.93,0
133,115200,1728000,up,580333674747127,1667.05,2561.18,0
134,1728000,115200,down,580333927836800,1353.28,2326.78,0
135,115200,1728000,up,580334180755781,1212.51,2100.47,0
136,1728000,115200,down,580334433377891,1250.56,2144.63,0
137,115200,1728000,up,580334686031713,1168.22,2142.26,0
138,1728000,115200,down,580334938718080,1413.41,2375.87,0
139,115200,1728000,up,580335191629702,1357.03,2253.91,0
140,1728000,115200,down,580335444404232,1243.23,2145.14,0
141,115200,1728000,up,580335697004357,1478.95,2328.73,0
142,1728000,115200,down,580335949879562,1283.65,2392.92,0
143,115200,1728000,up,580336202816720,1508.16,2531.17,0
144,1728000,115200,down,580336455904634,1299.39,2194.01,0
145,115200,1728000,up,580336708578778,1029.11,1833.68,0
146,1728000,115200,down,580336960925362,1779.69,2767.94,0
147,115200,1728000,up,580337214233186,1318.62,2407.07,0
148,1728000,115200,down,580337467173001,1329.47,2315.74,0
149,115200,1728000,up,580337719992685,1503.33,2409.69,0
150,1728000,115200,down,580337972921140,1385.86,2370.97,0
151,115200,1728000,up,580338225856188,1317.7,2374.84,0
152,1728000,115200,down,580338478730401,1632.42,2528.06,0
153,115200,1728000,up,580338731785484,1285.82,2157.97,0
154,1728000,115200,down,580338984475949,1276.64,2232.02,0
155,115200,1728000,up,580339237232241,1239.81,2150.29,0
156,1728000,115200,down,580339489897042,1213.85,2097.84,0
157,115200,1728000,up,580339742672950,1204.06,2193.62,0
158,1728000,115200,down,580339995403000,1385.28,2326.11,0
159,115200,1728000,up,580340248273855,1367.87,2303.58,0
160,1728000,115200,down,580340501110277,1634.02,2503.2,0
161,115200,1728000,up,580340754089071,1187.71,2180.5,0
162,1728000,115200,down,580341006817778,1380.74,2351.99,0
163,115200,1728000,up,580341259717466,1333.44,2239.32,0
164,1728000,115200,down,580341512503263,1286.11,2169.56,0
165,115200,1728000,up,580341765202914,1256.45,2156.89,0
166,1728000,115200,down,580342017888517,1403.27,2515.68,0
167,115200,1728000,up,580342270872047,1240.03,2134.36,0
168,1728000,115200,down,580342523479985,1169.5,1998.38,0
169,115200,1728000,up,580342775962127,1117.05,1951.34,0
170,1728000,115200,down,580343028413388,1328.16,2253.02,0
171,115200,1728000,up,580343281151281,1042.33,1870.57,0
172,1728000,115200,down,580343533511565,1201.15,2081.3,0
173,115200,1728000,up,580343786094350,1679.72,2739.14,0
174,1728000,115200,down,580344039348223,1445.8,2375.03,0
175,115200,1728000,up,580344292133222,1034.71,1857.81,0
176,1728000,115200,down,580344544504866,1247.52,2094.93,0
177,115200,1728000,up,580344797106308,1238.27,2106.2,0
178,1728000,115200,down,580345049723975,1260.77,2154.13,0
179,115200,1728000,up,580345302358602,1052.22,2024.05,0
180,1728000,115200,down,580345554875947,1289.89,2154.07,0
181,115200,1728000,up,580345807537231,1533.61,2471.55,0
182,1728000,115200,down,580346060583164,1588.33,2498.37,0
183,115200,1728000,up,580346313610442,1703.24,2744.77,0
184,1728000,115200,down,580346566889662,1268.13,2149.49,0
185,115200,1728000,up,580346819581379,1509.41,2451.9,0
186,1728000,115200,down,580347072599792,1324.87,2298.23,0
187,115200,1728000,up,580347325440378,1316.42,2233.49,0
188,1728000,115200,down,580347578227458,1259.01,2277.82,0
189,115200,1728000,up,580347831023946,1838.12,2816.1,0
190,1728000,115200,down,580348084383456,1450.02,2381.91,0
191,115200,1728000,up,580348337329933,1260.03,2178.77,0
192,1728000,115200,down,580348590041107,1585.58,2631.87,0
193,115200,1728000,up,580348843238374,1426.02,2405.63,0
194,1728000,115200,down,580349096324982,1304.99,2235.09,0
195,115200,1728000,up,580349349111071,1357.54,2290.43,0
196,1728000,115200,down,580349601943753,1327.68,2392.8,0
197,115200,1728000,up,580349854854901,1596.45,2972.78,0
198,1728000,115200,down,580350108409937,1240.19,2155.06,0
199,115200,1728000,up,580350361097400,1281.15,2202.1,0
200,1728000,115200,down,580350613812128,1314.53,2340.06,0
201,115200,1728000,up,580350866685100,1531.62,2446.65,0
202,1728000,115200,down,580351119643098,1382.66,2260.41,0
203,115200,1728000,up,580351372413987,1243.81,2119.0,0
204,1728000,115200,down,580351625045129,1279.49,2163.25,0
205,115200,1728000,up,580351877706160,1240.29,2145.78,0
206,1728000,115200,down,580352130378903,1246.4,2312.73,0
207,115200,1728000,up,580352383221635,1362.72,2254.97,0
208,1728000,115200,down,580352635984781,1250.78,2223.83,0
209,115200,1728000,up,580352888716694,1361.22,2278.58,0
210,1728000,115200,down,580353141506689,1259.87,2137.75,0
211,115200,1728000,up,580353394121031,1106.75,2067.32,0
212,1728000,115200,down,580353646657580,1437.28,2233.08,0
213,115200,1728000,up,580353899386518,1451.97,2345.88,0
214,1728000,115200,down,580354152241730,1208.16,2075.86,0
215,115200,1728000,up,580354404815049,1280.19,2148.92,0
216,1728000,115200,down,580354657459568,1635.37,2503.23,0
217,115200,1728000,up,580354910618085,1262.53,2280.92,0
218,1728000,115200,down,580355163448754,1303.26,2141.33,0
219,115200,1728000,up,580355416154651,1306.4,2179.51,0
220,1728000,115200,down,580355668802340,1347.78,2148.5,0
221,115200,1728000,up,580355921439596,1283.71,2138.9,0
222,1728000,115200,down,580356174081652,1224.89,2206.2,0
223,115200,1728000,up,580356426808031,1385.41,2239.77,0
224,1728000,115200,down,580356679520042,1087.04,1873.87,0
225,115200,1728000,up,580356931815850,392.3,560.27,0
226,1728000,115200,down,580357182806314,1303.97,2191.48,0
227,115200,1728000,up,580357435522453,1448.1,2331.87,0
228,1728000,115200,down,580357688357795,1617.29,2463.32,0
229,115200,1728000,up,580357941341269,1347.14,2252.28,0
230,1728000,115200,down,580358194144802,1672.59,2724.36,0
231,115200,1728000,up,580358447439772,1437.32,2363.13,0
232,1728000,115200,down,580358700340588,1205.57,2077.59,0
233,115200,1728000,up,580358952949717,1328.8,2215.96,0
234,1728000,115200,down,580359205689057,1268.32,2144.28,0
235,115200,1728000,up,580359458353676,1278.91,2347.16,0
236,1728000,115200,down,580359711210619,1317.47,2222.2,0
237,115200,1728000,up,580359963950952,1401.28,2275.42,0
238,1728000,115200,down,580360216743350,1300.58,2185.4,0
239,115200,1728000,up,580360469448290,1232.32,2109.59,0
240,1728000,115200,down,580360722061068,1265.76,2277.53,0
241,115200,1728000,up,580360974965373,1163.26,1674.15,0
242,1728000,115200,down,580361227097627,1412.55,2172.25,0
243,115200,1728000,up,580361479854185,2056.88,3105.32,0
244,1728000,115200,down,580361733595407,1445.35,2625.15,0
245,115200,1728000,up,580361986814089,1648.07,2690.21,0
246,1728000,115200,down,580362240185798,1392.58,2418.36,0
247,115200,1728000,up,580362493171418,1457.54,2404.38,0
248,1728000,115200,down,580362746104525,1211.36,2256.12,0
249,115200,1728000,up,580362998880252,1411.08,2336.12,0
250,1728000,115200,down,580363251720780,1500.39,2369.21,0
251,115200,1728000,up,580363504643007,1214.65,2134.9,0
252,1728000,115200,down,580363757303980,1144.7,2001.49,0
253,115200,1728000,up,580364009862006,1288.48,2322.14,0
254,1728000,115200,down,580364262740360,1364.64,2263.13,0
255,115200,1728000,up,580364515534744,1449.83,2343.48,0
256,1728000,115200,down,580364768482476,1412.74,2279.19,0
257,115200,1728000,up,580365021294717,1389.12,2353.5,0
258,1728000,115200,down,580365274212720,1245.47,2287.29,0
259,115200,1728000,up,580365527036962,1305.22,2240.5,0
260,1728000,115200,down,580365779857427,1409.28,2347.83,0
261,115200,1728000,up,580366032739782,1793.07,2730.34,0
262,1728000,115200,down,580366286027075,1220.25,2242.14,0
263,115200,1728000,up,580366538852981,1396.03,2316.99,0
264,1728000,115200,down,580366791686663,1412.16,2336.25,0
265,115200,1728000,up,580367044542458,1317.54,2226.55,0
266,1728000,115200,down,580367297280234,1282.72,2182.68,0
267,115200,1728000,up,580367550002746,1259.74,2295.45,0
268,1728000,115200,down,580367802904590,1375.52,2295.07,0
269,115200,1728000,up,580368055764737,1335.36,2239.16,0
270,1728000,115200,down,580368308518770,1310.43,2189.33,0
271,115200,1728000,up,580368561261859,1149.37,1995.83,0
272,1728000,115200,down,580368813783566,1361.38,2405.18,0
273,115200,1728000,up,580369066701635,1404.99,2314.62,0
274,1728000,115200,down,580369319550519,1373.76,2274.04,0
275,115200,1728000,up,580369572369130,1235.33,2087.12,0
276,1728000,115200,down,580369824969944,1398.18,2363.61,0
277,115200,1728000,up,580370077875917,1290.21,2285.21,0
278,1728000,115200,down,580370330698977,1373.31,2289.56,0
279,115200,1728000,up,580370583519764,1725.03,2569.31,0
280,1728000,115200,down,580370836596942,1328.67,2275.83,0
281,115200,1728000,up,580371089417474,1228.51,2108.31,0
282,1728000,115200,down,580371342045617,1173.18,2168.89,0
283,115200,1728000,up,580371594750114,1182.91,2163.64,0
284,1728000,115200,down,580371847447699,1583.4,2575.26,0
285,115200,1728000,up,580372100596367,1358.27,2263.13,0
286,1728000,115200,down,580372353387651,1338.85,2238.1,0
287,115200,1728000,up,580372606167415,1179.01,2203.48,0
288,1728000,115200,down,580372858910985,1521.77,2466.17,0
289,115200,1728000,up,580373111915106,1371.17,2239.58,0
290,1728000,115200,down,580373364689878,1173.44,2045.75,0
291,115200,1728000,up,580373617286406,1176.51,2001.94,0
292,1728000,115200,down,580373869811635,1761.64,3001.48,0
293,115200,1728000,up,580374123352666,1393.7,2291.13,0
294,1728000,115200,down,580374376169391,1282.91,2135.8,0
295,115200,1728000,up,580374628837793,1258.72,2106.84,0
296,1728000,115200,down,580374881460849,1370.21,2303.35,0
297,115200,1728000,up,580375134313096,1330.31,2351.83,0
298,1728000,115200,down,580375387208224,1334.5,2195.03,0
299,115200,1728000,up,580375639929043,1324.07,2164.98,0
