token,dur_ns
0,24219695
1,24202414
2,24226606
3,24214414
4,24214895
5,24195501
6,24270384
7,24212783
8,24293200
9,24338706
10,24302801
11,24287024
12,24226831
13,24219983
14,24227822
15,24218127
16,24270960
17,24224494
18,24237487
19,24295953
20,24255887
21,24195502
22,24216590
23,24210446
24,24219310
25,24252688
26,24249967
27,24232623
28,24227214
29,24251055
30,24212975
31,24223534
32,24220814
33,24211950
34,24220303
35,24234063
36,24216654
37,24262415
38,24232143
39,24220014
40,24209166
41,24211375
42,24211374
43,24210094
44,24205678
45,24209070
46,24233710
47,24243727
48,24202094
49,24227567
50,24244719
51,24272496
52,24233359
53,24214638
54,24190093
55,24204622
56,24206094
57,24251759
58,24241263
59,24222447
60,24211310
61,24191021
62,24206574
63,24198862
64,24242286
65,24207630
66,24207022
67,24220110
68,24204462
69,24196462
70,24194637
71,24219151
72,24213166
73,24213358
74,24213294
75,24202957
76,24218735
77,24214990
78,24203533
79,24261199
80,24228046
81,24218415
82,24221614
83,24226158
84,24221871
85,24189101
86,24221102
87,24209294
88,24251631
89,24206286
90,24207086
91,24265968
92,24266767
93,24269904
94,24201070
95,24232142
96,24229967
97,24227278
98,24264944
99,24274320
100,24237519
101,24227630
102,24212334
103,24226798
104,24210766
105,24224271
106,24207885
107,24215278
108,24224015
109,24220014
110,24207758
111,24214318
112,24213518
113,24210989
114,24225999
115,24208078
116,24216046
117,24228718
118,24238319
119,24218574
120,24259183
121,24213966
122,24220110
123,24210478
124,24220366
125,24207694
126,24208910
127,24230222
128,24219407
129,24245870
130,24270896
131,24225806
132,24235343
133,24320945
134,24293521
135,24259663
136,24239183
137,24249103
138,24241518
139,24273072
140,24248655
141,24226318
142,28155235
143,25440403
144,24401587
145,24353490
146,24332977
147,24338706
148,24327249
149,24325490
150,24322769
151,24310000
152,24305265
153,24468597
154,24328562
155,24346161
156,24337106
157,24343250
158,24324177
159,24399443
160,24349202
161,24373875
162,24334065
163,24342994
164,24317329
165,24301776
166,24315441
167,24376211
168,24339250
169,24335121
170,24341234
171,24375218
172,24351122
173,24357042
174,24425173
175,24388019
176,24334513
177,24316593
178,24331153
179,24334898
180,24389875
181,24333617
182,24336978
183,24339473
184,24322065
185,24323634
186,24338897
187,24315441
188,24334897
189,24330353
190,24323281
191,24350994
192,24330098
193,24308496
194,24312817
195,24329905
196,24365650
197,24312625
198,24340082
199,24325361
