token,dur_ns
0,56537917
1,56526814
2,56514333
3,56627680
4,56544990
5,56546686
6,56520797
7,57171824
8,56622080
9,56567102
10,56576159
11,56531966
12,56735139
13,56580223
14,56524221
15,56551966
16,56513662
17,56521469
18,56531613
19,56515806
20,56500028
21,56589536
22,56574398
23,56530526
24,57258770
25,56610303
26,56580159
27,56617792
28,56530494
29,56546398
30,56640961
31,56589983
32,56537565
33,56545790
34,56531069
35,56517661
36,56556703
37,56513949
38,56487804
39,56496253
40,56717666
41,56588864
42,57218128
43,56621280
44,56619040
45,56572639
46,56561438
47,56546238
48,56616544
49,56638785
50,56595199
51,56559071
52,56533277
53,56536766
54,56541022
55,56515773
56,56509949
57,56511517
58,56611840
59,56584799
60,57213616
61,56618432
62,56584448
63,56559134
64,56549022
65,56532606
66,56615071
67,56677346
68,56530398
69,56534429
70,56514877
71,56528542
72,56536254
73,56562622
74,56499101
75,56512797
76,56622976
77,57354740
78,56587904
79,56639296
80,56597056
81,56542973
82,56647425
83,56530238
84,56592959
85,56660737
86,56564351
87,56617472
88,56518461
89,56563678
90,56513758
91,56520573
92,56483580
93,56525213
94,56625377
95,57241745
96,56630880
97,56579679
98,56576383
99,56516861
100,56581151
101,56486333
102,56514621
103,56766436
104,56592383
105,56564063
106,56535165
107,56645281
108,56560254
109,56508637
110,56537534
111,56546398
112,56588511
113,57170928
114,56628608
115,56557694
116,56562527
117,56519773
118,56554046
119,56589055
120,56548926
121,56700355
122,56538589
123,56561791
124,56526717
125,56552926
126,56556223
127,56588511
128,56571743
129,56541405
130,57319668
131,56608480
132,56625920
133,56604799
134,56524158
135,56593215
136,56555230
137,56568383
138,56532221
139,56766373
140,56590559
141,56604351
142,62055671
143,59492272
144,57270578
145,56982250
146,56976298
147,56936328
148,57714367
149,57046732
150,57027531
151,57048684
152,56962761
153,56952170
154,56976842
155,56932264
156,56934633
157,57122126
158,56995434
159,56986410
160,56966922
161,56969962
162,56957929
163,56947401
164,56916777
165,57623259
166,57086989
167,57072749
168,56976010
169,56969066
170,57072140
171,57029356
172,56957289
173,56895624
174,56965769
175,57103982
176,56999210
177,57000107
178,56955241
179,56950793
180,56932361
181,56923080
182,56908360
183,57645533
184,57070316
185,56959562
186,56997642
187,56972106
188,56989482
189,56940297
190,56983018
191,56965738
192,56957705
193,57143343
194,57005451
195,57019915
196,56955209
197,57032300
198,57029707
199,56930249
200,57628027
201,57186256
202,57196208
203,57045388
204,57037676
205,57024235
206,56958473
207,57058796
208,56966794
209,57010635
210,57041708
211,57113485
212,57055244
213,56944426
214,57001290
215,57001003
216,56987626
217,56941385
218,57668285
219,57071148
220,57063981
221,57072876
222,56981770
223,57026572
224,56984842
225,57005323
226,56960265
227,56947401
228,57048396
229,57052524
230,57015979
231,56945737
232,56950505
233,56955114
234,56958601
235,57079341
236,57604699
237,57029579
238,57064813
239,57012363
240,56986890
241,56959657
242,56993771
243,56951657
244,56962729
245,56966506
246,57154447
247,57041644
248,57006410
249,56989835
250,56972201
251,56967818
252,56982538
253,57660989
254,57046444
255,57058572
256,57151759
257,57006699
258,57091821
259,56989226
260,56974506
261,56989354
262,56965674
263,56989258
264,57042412
265,57123502
266,56973129
267,57007883
268,56969930
269,56957129
270,56948489
271,57702430
272,57100686
273,57006891
274,57142638
275,57000715
276,57008810
277,56978922
278,56984491
279,56946889
280,56967145
281,56965834
282,57091565
283,57129102
284,57001547
285,56992106
286,56976298
287,57029291
288,57641757
289,57129166
290,57006923
291,57053516
292,57119438
293,57011626
294,57005547
295,56974250
296,56958921
297,56996331
298,56997674
299,56940297
300,57143663
301,57130318
302,56978410
303,56982570
304,56987082
305,56995371
306,57703454
307,57050956
308,57005770
309,57003723
310,57086253
311,56980874
312,56997482
313,57006923
314,56976618
315,56984106
316,56997387
317,56944617
318,57145262
319,57084749
320,57041676
321,57003467
322,56991082
323,57691454
324,57105517
325,57137006
326,57051980
327,57015819
328,57126095
329,57023787
