token,dur_ns
0,27891345
1,27890641
2,27883633
3,27900369
4,27891569
5,27885232
6,27876945
7,27864656
8,27867153
9,27872496
10,27853104
11,27865617
12,27978770
13,27888337
14,27889777
15,27883729
16,27881872
17,27874257
18,27867472
19,27864209
20,27877873
21,27871600
22,27861809
23,27862512
24,27877553
25,27876209
26,27873904
27,27877073
28,27852977
29,27914737
30,27877425
31,27862160
32,27861553
33,27864912
34,27894994
35,27908305
36,27926546
37,27905842
38,27917105
39,27893073
40,27904722
41,27904241
42,27875089
43,27859504
44,27899058
45,27873584
46,27884593
47,27872529
48,27991027
49,27889170
50,27886257
51,27902961
52,27866416
53,27871953
54,27858641
55,27855504
56,27858225
57,27861200
58,27876945
59,27881329
60,27868529
61,27870865
62,27887633
63,27870833
64,27884657
65,27871953
66,27882705
67,27860593
68,27879153
69,27897586
70,27905937
71,27885906
72,27895121
73,27910034
74,27873457
75,27878833
76,27894129
77,27945203
78,27885873
79,27878001
80,27867377
81,27893489
82,27895026
83,27902641
84,28023029
85,27895953
86,27905298
87,27867664
88,27879762
89,27883249
90,27880625
91,27875665
92,27870993
93,27883185
94,27868049
95,27890706
96,27917074
97,27879761
98,27881874
99,27889841
100,27876818
101,27879505
102,27885713
103,27816848
104,27800560
105,27817680
106,27821936
107,27791599
108,27855153
109,27820016
110,27797487
111,27812304
112,27795311
113,27791408
114,27803311
115,27816304
116,27785135
117,27799568
118,27826384
119,27818480
120,27911794
121,27846928
122,27817680
123,27811920
124,27815312
125,27782127
126,27818832
127,27892018
128,27848017
129,27801967
130,27846993
131,27834129
132,27840976
133,27833233
134,27809776
135,27817008
136,27830288
137,27831953
138,27837712
139,27817392
140,27823377
141,27813168
142,32098320
143,29490262
144,28087414
145,27986644
146,27977171
147,27957172
148,27958259
149,27932979
150,27973779
151,27949523
152,27944531
153,27963092
154,27955411
155,28014101
156,28022292
157,27963476
158,27947443
159,27946259
160,27963923
161,27943283
162,27945107
163,27933331
164,27964788
165,27948659
166,27942579
167,27960308
168,27965523
169,27932147
170,27931987
171,27960788
172,27948659
173,27963636
174,27954323
175,27942003
176,27938611
177,27948788
178,27960211
179,27946420
180,27963603
181,27935379
182,27977556
183,27947795
184,27965268
185,27948659
186,27941139
187,27941972
188,27938547
189,27929363
190,27938131
191,28056181
192,27980788
193,27976692
194,27947508
195,27956531
196,27941459
197,27954388
198,27945939
199,27948499
200,27948276
201,27940787
202,27912307
203,27914643
204,27920850
205,27934804
206,27947315
207,27941139
208,27937555
209,27949555
210,27941492
211,27943059
212,27959444
213,27977332
214,27976852
215,28016501
216,27981268
217,27968916
218,27968756
219,27980469
220,27977812
221,27966868
222,27950387
223,27970356
224,27954004
225,27946483
226,27950164
227,28078678
228,27967444
229,27961844
230,27968692
231,27961972
232,27943763
233,27939219
234,27932820
235,27944819
236,27947732
237,27938196
238,27956755
239,27929844
240,27933107
241,27950068
242,27946196
243,27949491
244,27933332
245,27948948
246,27944019
247,27950356
248,27941075
249,27942004
250,27951028
251,28003477
252,27948276
253,27959700
254,27932243
255,27972308
256,27962452
257,27965172
258,27943924
259,27945204
260,27966676
261,27963220
262,27949492
263,28078934
264,27960148
265,27968756
266,27968213
267,27951379
268,27961396
269,27958708
270,27953524
271,27971125
272,27961588
273,27951860
274,27967028
275,27961621
276,27942355
277,27937876
278,27960532
279,27960341
280,27954900
281,27938899
282,27963925
283,27963924
284,27959348
285,27969237
286,27952820
287,27992693
288,27952852
289,27981268
290,27938356
291,27976245
292,27957780
293,27944340
294,27937715
295,27943764
296,27955252
297,27952788
298,27982325
299,28047318
300,27966997
301,27975444
302,27968277
303,27952692
304,27973940
305,27972021
306,27941012
307,27965140
308,27957973
309,27975156
310,27959893
311,27987893
312,27953524
313,27966037
314,27947540
315,27956340
316,27946996
317,27975317
318,27977813
319,27986581
320,27987157
321,27962676
322,27979957
323,28021334
324,27992725
325,27965333
326,27975797
327,27968660
328,27999542
329,27979892
330,27963477
331,27965300
332,27947701
333,27986773
334,28052566
335,27959189
336,27973396
337,27995638
338,27970452
339,27960629
340,27970964
341,27972149
342,27982773
343,27958869
344,27968661
345,27972565
346,27969172
347,27965653
348,27955573
349,27959924
350,27971989
351,27954997
352,27963637
353,27946260
354,27962037
355,27957108
356,27970165
357,27946420
358,27935508
359,27996278
360,27956852
361,27969813
362,27966133
363,27956757
364,28030070
365,27980725
366,27972757
367,27970549
368,27931444
369,27963637
370,28066039
371,27966996
