token,dur_ns
0,185585848
1,179217768
2,180317895
3,178890303
4,183911274
5,181151005
6,178817853
7,180526124
8,178895519
9,178762812
10,180235524
11,179271657
12,183379900
13,180092000
14,178795068
15,180300550
16,179012514
17,179062116
18,179960604
19,178810013
20,183124628
21,180400073
22,179427149
23,178734875
24,179999133
25,178843934
26,179889434
27,178651737
28,185502550
29,181799887
30,183228119
31,179567378
32,180547149
33,183073714
34,179893275
35,183488894
36,183614658
37,180431498
38,183884425
39,179738422
40,178755099
41,185631770
42,181750318
43,187940634
44,188966710
45,182820299
46,184995273
47,179439630
48,184148080
49,180177923
50,178930687
51,185047786
52,187281671
53,180584718
54,187315912
55,205085429
56,211933139
57,188312804
58,181217855
59,181612491
60,179163142
61,180021118
62,181151805
63,179053412
64,178930240
65,180887990
66,178729146
67,179151526
68,180423721
69,178662969
70,183008720
71,179131110
72,178527413
73,180470666
74,178701146
75,178636471
76,180408201
77,178561974
78,178601846
79,188011324
80,182175066
81,183812583
82,183836648
83,179023170
84,180563437
85,178894431
86,178864798
87,180236196
88,178970401
89,178604855
90,180417769
91,179393229
92,178638007
93,180496331
94,178733531
95,179905051
96,178973729
97,178785243
98,192767264
99,186035909
100,188447623
101,181199807
102,180871254
103,182709224
104,180446826
105,183657411
106,180373608
107,179430029
108,183729381
109,180579117
110,178739035
111,178916223
112,180346983
113,178673433
114,178920159
115,180321639
116,184444504
117,180494187
118,202167268
119,204442563
120,184610494
121,179771415
122,179704693
123,181204223
124,179468014
125,179408429
126,180711569
127,178895391
128,180353959
129,179535281
130,178925759
131,180761363
132,178839517
133,178803708
134,180071200
135,179154502
136,178669176
137,180388488
138,178574582
139,179888826
140,178718522
141,179234568
142,189666890
143,186466256
144,180581518
145,182304061
146,181298113
147,180547725
148,182265564
149,180032574
150,181473095
151,180250340
152,180828116
153,182135577
154,180336582
155,180102977
156,181434469
157,180242532
158,180306726
159,181897746
160,180147649
161,181365667
162,179878106
163,180938744
164,182042453
165,180224516
166,180035646
167,181454534
168,180132449
169,180565453
170,182531843
171,180252901
172,180990137
173,190443806
174,186315373
175,190827305
176,180601934
177,182631846
178,185018889
179,180402184
180,185423732
181,185419123
182,184998984
183,181806896
184,180300325
185,185471861
186,183510783
187,180297381
188,180393257
189,181681227
190,180173731
191,180680624
192,181969652
193,184904197
194,181760398
195,180137601
196,180246756
197,182830956
198,179964124
199,179977437
200,188229121
201,184341718
202,181001113
203,182833932
204,180076927
205,181561960
206,180185571
207,180110944
208,182621766
209,180084640
210,180075359
211,181646123
212,180137057
213,180054335
214,182466145
215,179991805
216,181285473
217,180256772
218,180123361
219,182062263
220,180226691
221,179991709
222,181599882
223,180171074
224,180085407
225,182706344
226,180349767
227,181602570
228,180277765
229,180143201
230,181577545
231,181235295
232,180055423
233,181447589
234,196038490
235,194784087
236,185296048
237,181006425
238,181919475
239,180317990
240,180511595
241,182037558
242,180947479
243,180417161
244,181504199
245,180208067
246,198032337
247,193348207
248,208331438
249,195426953
250,184445113
251,206615679
252,199458744
253,181658187
254,182517219
255,180914295
256,180532524
257,182044661
258,181053371
259,180301189
260,181765806
261,180174594
262,180274885
263,181824336
264,180581005
265,181532712
266,180056895
267,180066303
268,181640426
269,179987165
270,180271557
271,181618282
272,179871833
273,180040638
274,181626059
275,180689808
276,181411556
277,180178818
278,180107904
279,181724941
280,179966780
281,180385512
282,181598826
283,179930043
284,180010973
285,182027926
286,180213507
287,182687399
288,180440074
289,187442027
290,184337269
291,186393551
292,183442940
293,181811087
294,180277637
295,180254308
296,182079351
297,180154625
298,182299261
299,180238948
300,180337830
301,182008789
302,180168354
303,180423209
304,187075617
305,180528140
306,180264932
307,182214587
308,180385799
309,182326654
310,180108704
311,180352295
312,181657035
313,180289573
314,180563373
315,182158168
316,180148738
317,187609808
318,188491848
319,182788394
320,182594821
321,180379816
322,180459466
323,181866705
324,180229283
325,180229507
326,182572869
327,180285381
328,180357447
329,181948147
330,180083743
331,181631786
332,181060795
333,180369607
334,181953875
335,180434089
336,180100256
337,182225211
338,180073023
339,180156673
340,182073111
341,180018461
342,182196762
343,180736850
344,180125856
345,180220259
346,182180698
