token,dur_ns
347,179997981
348,181623658
349,180581997
350,180124288
351,182223323
352,180013949
353,181396708
354,180672656
355,180059166
356,179970396
357,182108280
358,180026109
359,181339683
360,180673807
361,180142977
362,181862705
363,180221251
364,180109056
365,181422628
366,180601262
367,180115072
368,182236091
369,180074655
370,181900402
371,180579757
372,180137505
373,181740909
374,180339622
375,180048158
376,181382115
377,180512587
378,179986813
379,181913650
380,180098143
381,181407044
382,179968348
383,180544364
384,181684620
385,180338022
386,180180482
387,181449957
388,180933591
389,180439273
390,181988596
391,180243044
392,181449093
393,180152161
394,180663280
395,181929970
396,180160225
397,180489419
398,190844489
399,188044092
400,182230171
401,183809030
402,181638539
403,183355322
404,181445445
405,182350078
406,183603968
407,181582121
408,181475942
409,183014961
410,181378435
411,182395039
412,183600417
413,181413764
414,183022704
415,181392676
416,182236027
417,183506302
418,181718796
419,181406148
420,182968431
421,181339970
422,181841744
423,183392027
424,181612490
425,183040049
426,182065110
427,181528551
428,183464573
429,181661547
430,181502503
431,183005360
432,181367075
433,182310620
434,183887497
435,181520423
436,182977296
437,181649706
438,181479558
439,184214130
440,182021365
441,181482629
442,182708711
443,181625930
444,182173945
445,183447421
446,181633322
447,182817611
448,181546600
449,181531207
450,183704803
451,181799759
452,182111096
453,182064886
454,181930898
455,181400036
456,184387638
457,181930354
458,183034257
459,181687628
460,181656779
461,184097902
462,181942835
463,183371866
464,181459909
465,181469606
466,181648682
467,183697028
468,181465509
469,182829291
470,181396036
471,181643466
472,183619905
473,181509543
474,183398747
475,181409508
476,181369634
477,181524391
478,183560863
479,181281056
480,182872653
481,181385955
482,181885969
483,183052049
484,182486978
485,183160820
486,181650666
487,181510759
488,181662475
489,183581408
490,181408163
491,181439909
492,181374499
493,181423812
494,183269464
495,181818127
496,182033109
497,181533991
498,181856880
499,181585449
