i,from,to,direction,t_write_ns,write_us,readback_us,readback_timeout
0,3199000000,2133000000,down,492506403133832,9459.8,13822.28,0
1,2133000000,3199000000,up,492506667452077,8920.01,13075.39,0
2,3199000000,2133000000,down,492506931027358,8664.07,12874.23,0
3,2133000000,3199000000,up,492507194600560,8980.24,13174.59,0
4,3199000000,2133000000,down,492507458321349,8972.05,13251.68,0
5,2133000000,3199000000,up,492507722135709,8770.54,12859.32,0
6,3199000000,2133000000,down,492507985467047,8520.55,12630.0,0
7,2133000000,3199000000,up,492508248639630,9948.84,14132.31,0
8,3199000000,2133000000,down,492508513316157,8620.29,12837.62,0
9,2133000000,3199000000,up,492508776676840,8846.95,13084.38,0
10,3199000000,2133000000,down,492509040221881,8554.53,12704.94,0
11,2133000000,3199000000,up,492509303385855,9600.92,13588.49,0
12,3199000000,2133000000,down,492509567487647,8678.47,12927.73,0
13,2133000000,3199000000,up,492509830922412,8976.11,13045.11,0
14,3199000000,2133000000,down,492510094696067,8538.69,12726.42,0
15,2133000000,3199000000,up,492510357966285,8923.76,13123.51,0
16,3199000000,2133000000,down,492510621632256,8802.18,13034.07,0
17,2133000000,3199000000,up,492510885173521,8785.26,12839.64,0
18,3199000000,2133000000,down,492511148544125,9546.49,13733.83,0
19,2133000000,3199000000,up,492511412732319,8594.98,12659.98,0
20,3199000000,2133000000,down,492511675936102,8463.14,12819.41,0
21,2133000000,3199000000,up,492511939339795,9008.08,13188.09,0
22,3199000000,2133000000,down,492512203043656,9422.94,13742.12,0
23,2133000000,3199000000,up,492512467381902,8986.99,13508.13,0
24,3199000000,2133000000,down,492512731495054,9003.12,13230.81,0
25,2133000000,3199000000,up,492512995315494,8994.96,13610.63,0
26,3199000000,2133000000,down,492513259466790,8765.54,13107.35,0
27,2133000000,3199000000,up,492513523118938,9429.94,13669.32,0
28,3199000000,2133000000,down,492513787303932,8620.16,12863.57,0
29,2133000000,3199000000,up,492514050675496,9849.92,14080.76,0
30,3199000000,2133000000,down,492514315224083,8313.31,12358.34,0
31,2133000000,3199000000,up,492514578023024,8481.73,12396.74,0
32,3199000000,2133000000,down,492514840894191,8389.12,12570.92,0
33,2133000000,3199000000,up,492515103990100,9559.65,13772.65,0
34,3199000000,2133000000,down,492515368322010,8748.61,13093.56,0
35,2133000000,3199000000,up,492515631976718,8787.5,13141.31,0
36,3199000000,2133000000,down,492515895615649,8547.3,12790.64,0
37,2133000000,3199000000,up,492516158922731,9189.36,13498.34,0
38,3199000000,2133000000,down,492516422877223,8320.86,12379.27,0
39,2133000000,3199000000,up,492516685773863,9148.27,13612.58,0
